7.155990601	69.92301941	544.4265747	544.6080322	529.3798828	538.2446289
16.30554199	71.79031372	547.0539551	547.282959	528.989563	539.3563843
21.86737061	70.24154663	547.6268311	548.1408081	529.2944336	540.4681396
26.76543999	67.73571777	547.1715698	546.0756226	529.69104	541.579834
24.7226696	65.46363068	545.4576416	544.010437	530.0877075	540.9785767
24.28970146	63.35180283	546.043396	541.9451904	530.484375	540.2871704
29.61756325	68.10404205	546.8064575	543.894043	530.8810425	539.5957642
33.3025589	69.00558472	545.7095337	546.5512695	531.2776489	538.9043579
32.00683594	67.25082397	543.2996216	546.2751465	531.4559326	538.2129517
25.17343903	64.7064209	540.2724609	545.0211792	531.5613403	537.3154907
18.55621147	64.50894928	539.7955322	543.7672119	531.6668091	536.4146118
14.12268734	66.19075775	541.9179077	544.0444946	531.7722778	535.9570313
13.51413727	66.83883667	543.5941772	544.7453003	531.8776855	536.6208496
11.67322826	65.8037796	543.9727173	545.446106	531.9831543	537.284668
7.264709473	65.087883	543.0101318	546.1469116	532.088623	537.9880371
4.750822544	67.68569946	543.6557617	546.8476563	532.1940918	539.442688
5.550956726	69.5186615	545.9611816	548.072937	532.2994995	540.8973389
8.910369873	69.09236145	548.3756104	549.3674316	532.3939209	542.3519897
15.76385307	70.97396851	551.4804077	550.4996948	532.4552612	543.8066406
25.38070297	71.31156921	552.87146	551.5871582	532.5166016	545.2612915
80.27038574	71.03500366	553.7070923	552.6745605	532.5779419	544.7832031
63.63067627	70.44754028	555.0866089	553.7620239	532.6392212	534.4361572
63.60587311	71.30203247	555.9755859	554.8494263	532.5534668	537.3312378
62.19888687	71.11808014	555.4276123	555.9368896	532.3626709	538.8324585
63.41541672	71.80557251	556.6671753	557.024292	532.171875	539.5830078
61.30244064	74.14524841	557.663147	557.8565063	531.9810791	540.3336182
61.79623032	72.06369019	556.7744751	558.0431519	531.8380127	541.0842285
59.98637009	71.99503326	555.880188	557.3259277	532.2196045	541.8348389
61.96365356	72.49984741	557.3707275	556.307312	532.6011963	542.5854492
63.78962326	72.26460266	559.2850952	556.4602051	532.9665527	542.9762573
62.3374939	72.28495026	558.2531128	556.9371948	533.1531982	543.0727539
62.39852905	72.61937714	558.2053833	557.4141235	533.3398438	543.1691895
57.95695114	69.54345703	554.3241577	554.2484131	533.9033813	543.265625
58.39996338	71.23145294	553.4263306	553.1057129	534.571167	543.3621216
57.85522079	70.77941132	553.9979858	554.1277466	535.2389526	543.4585571
57.30208588	69.75971985	553.4510498	554.3668823	535.46698	543.5549927
56.65054321	69.17681885	553.1115112	553.769165	535.5734253	543.6514893
55.62934875	69.20681	553.7410889	553.1715088	535.6798096	543.7479248
58.5351944	70.59367371	555.7773438	554.5220947	535.7862549	543.8353271
54.85432816	68.54400635	553.0632324	554.0456543	536.0205688	543.9179077
